"","Name","Department","City","Point_Type","Type","Cost","Period","Quota","Rank","Base_Score","Summary","Latitude","Longitude"
"5627","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","Biyoloji","MUĞLA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","20 + 1",318993,243.72951,"Ücretsiz MF-2 ",37.1661501,28.3767512
"5628","ONDOKUZ MAYIS ÜNİVERSİTESİ","Biyoloji","SAMSUN","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","25 + 1",319336,243.66311,"Ücretsiz MF-2 ",41.3672196,36.1984655
"5629","LEFKE AVRUPA ÜNİVERSİTESİ","Fizyoterapi ve Rehabilitasyon(Fakülte)","KKTC-LEFKE","SAY","KKTC","%75 İndirimli","Gündüz","5 + 0",320032,243.50042,"%75 İndirimli ",35.1300189,32.8304816
"5630","ONDOKUZ MAYIS ÜNİVERSİTESİ","Bitki Koruma","SAMSUN","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","35 + 1",320240,243.45722,"Ücretsiz MF-2 ",41.3672196,36.1984655
"5631","AKDENİZ ÜNİVERSİTESİ","Biyoloji","ANTALYA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","55 + 2",320278,243.44958,"Ücretsiz MF-2 ",36.8945335,30.655353
"5632","HACETTEPE ÜNİVERSİTESİ","Aktüerya Bilimleri","ANKARA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",320789,243.33612,"Ücretsiz MF-1 ",39.8675202,32.734754
"5633","NUH NACİ YAZGAN ÜNİVERSİTESİ","Beslenme ve Diyetetik(Fakülte)","KAYSERİ","SAY","Vakıf","Ücretsiz/Ücretli","Gündüz","25 + 0",321081,243.27721,"Ücretli MF-3 ",38.7858282,35.4063071
"5634","GİRNE AMERİKAN ÜNİVERSİTESİ","İç Mimarlık","KKTC-GİRNE","SAY","KKTC","Burslu/İndirimli","Gündüz","5 + 0",321419,243.19841,"Burslu MF-4 ",35.333249,33.27529
"5635","TED ÜNİVERSİTESİ","Matematik","ANKARA","SAY","Vakıf","%75 İndirimli","Gündüz","10 + 0",321730,243.12793,"İngilizce  %75 İndirimli ",39.923257,32.861673
"5636","UŞAK ÜNİVERSİTESİ","Matematik","UŞAK","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","30 + 1",322976,242.87421,"Ücretsiz MF-1 ",38.6719516,29.3302028
"5637","NİŞANTAŞI ÜNİVERSİTESİ","İç Mimarlık","İSTANBUL","SAY","Vakıf","%75 İndirimli","Gündüz","15 + 0",323075,242.8547,"%75 İndirimli MF-4 ",41.0521985,28.9850838
"5638","HATAY MUSTAFA KEMAL ÜNİVERSİTESİ","Matematik","HATAY","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",323164,242.83771,"Ücretsiz MF-1 ",36.333781,36.198578
"5639","FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ","İç Mimarlık","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","20 + 0",323940,242.67181,"%50 İndirimli MF-4 ",41.0178642,29.0226747
"5640","İSTANBUL GEDİK ÜNİVERSİTESİ","Beslenme ve Diyetetik(Fakülte)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","10 + 0",324783,242.50081,"%50 İndirimli ",40.9015423,29.2193774
"5641","YEDİTEPE ÜNİVERSİTESİ","Bilişim Sistemleri ve Teknolojileri","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","22 + 0",324960,242.46331,"İngilizce  %50 İndirimli MF-4 ",40.973041,29.152844
"5642","MARMARA ÜNİVERSİTESİ","Fizik","İSTANBUL","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",325005,242.45154,"Ücretsiz MF-2 ",40.9870259,29.0528132
"5643","ANKARA ÜNİVERSİTESİ","Kimya","ANKARA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",325139,242.42439,"Ücretsiz MF-2 ",39.934855,32.8338615
"5644","İNÖNÜ ÜNİVERSİTESİ","Biyoloji","MALATYA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","25 + 1",325588,242.32525,"Ücretsiz MF-2 ",38.3302973,38.4399655
"5645","BURSA ULUDAĞ ÜNİVERSİTESİ","Biyosistem Mühendisliği","BURSA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",325979,242.23727,"Ücretsiz MF-4 ",40.2309213,28.8722274
"5646","İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA","Gerontoloji","İSTANBUL","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",326428,242.14733,"Ücretsiz ",41.0056004,28.9403548
"5647","ÇANKAYA ÜNİVERSİTESİ","İç Mimarlık","ANKARA","SAY","Vakıf","%50 İndirimli","Gündüz","34 + 0",326664,242.09632,"İngilizce  %50 İndirimli MF-4 ",39.81851,32.56252
"5648","GİRNE ÜNİVERSİTESİ","Beslenme ve Diyetetik(Fakülte)","KKTC-GİRNE","SAY","KKTC","Burslu/İndirimli","Gündüz","3 + 0",327190,241.98269,"Burslu ",35.33438,33.340497
"5649","İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ","Kimya","İZMİR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","3 + 0",327336,241.95219,"İngilizce  KKTC Uyruklu Ücretsiz MF-2 ",38.3190947,26.6432058
"5650","YEDİTEPE ÜNİVERSİTESİ","İç Mimarlık","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","50 + 0",327934,241.82239,"İngilizce  %50 İndirimli MF-4 ",40.973041,29.152844
"5651","MALTEPE ÜNİVERSİTESİ","Hemşirelik(Yüksekokul)","İSTANBUL","SAY","Vakıf","%25 İndirimli","Gündüz","21 + 0",327993,241.81245,"%25 İndirimli YGS-2 ",40.9581654,29.1889949
"5652","MERSİN ÜNİVERSİTESİ","Biyoloji","MERSİN","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","30 + 1",328476,241.71211,"Ücretsiz MF-2 ",36.7856856,34.5301964
"5653","ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ","Şehir ve Bölge Planlama","ÇANAKKALE","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",328722,241.66398,"Ücretsiz ",40.1118946,26.4159959
"5654","ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ","Biyoloji","ESKİŞEHİR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","30 + 1",329495,241.49211,"Ücretsiz MF-2 ",39.7516856,30.4900218
"5655","İSTANBUL AREL ÜNİVERSİTESİ","Fizyoterapi ve Rehabilitasyon(Yüksekokul)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","7 + 0",330185,241.3408,"%50 İndirimli YGS-2 ",41.055194,28.500315
"5656","AFYON KOCATEPE ÜNİVERSİTESİ","Moleküler Biyoloji ve Genetik","AFYONKARAHİSAR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",330191,241.33978,"Ücretsiz MF-3 ",38.8180452,30.5344836
"5657","DİCLE ÜNİVERSİTESİ","Biyoloji","DİYARBAKIR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","25 + 1",330239,241.32985,"Ücretsiz MF-2 ",37.9203042,40.2658239
"5658","DOĞU AKDENİZ ÜNİVERSİTESİ","Hemşirelik(Fakülte)","KKTC-GAZİMAĞUSA","SAY","KKTC","%75 İndirimli","Gündüz","4 + 0",330331,241.30915,"İngilizce  %75 İndirimli ",35.1423793,33.9116479
"5659","ERCİYES ÜNİVERSİTESİ","Biyoloji","KAYSERİ","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","30 + 1",330524,241.27148,"Ücretsiz MF-2 ",38.7105083,35.5337977
"5660","AKDENİZ ÜNİVERSİTESİ","Kimya","ANTALYA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","20 + 1",330697,241.2371,"Ücretsiz MF-2 ",36.8945335,30.655353
"5661","BEYKENT ÜNİVERSİTESİ","Hemşirelik(Yüksekokul)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","28 + 0",330792,241.21995,"%50 İndirimli YGS-2 ",41.1173086,29.0036006
"5662","GEBZE TEKNİK ÜNİVERSİTESİ","Fizik","KOCAELİ","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","20 + 1",331466,241.07618,"İngilizce Ücretsiz MF-2 ",40.8091279,29.3650175
"5663","NECMETTİN ERBAKAN ÜNİVERSİTESİ","Matematik-Bilgisayar Bilimleri","KONYA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",331553,241.05486,"Ücretsiz MF-1 ",37.8786688,32.4844151
"5664","İSTANBUL GELİŞİM ÜNİVERSİTESİ","Beslenme ve Diyetetik(Yüksekokul)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","32 + 0",332058,240.94958,"%50 İndirimli YGS-2 ",40.9979914,28.698926
"5665","DİCLE ÜNİVERSİTESİ","Matematik","DİYARBAKIR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",332228,240.91491,"Ücretsiz MF-1 ",37.9203042,40.2658239
"5666","GAZİ ÜNİVERSİTESİ","Biyoloji","ANKARA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","65 + 2",332230,240.91418,"Ücretsiz MF-2 ",39.9420219,32.823005
"5667","KONYA TEKNİK ÜNİVERSİTESİ","Şehir ve Bölge Planlama","KONYA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",332263,240.90986,"Ücretsiz ",38.0266937,32.5101791
"5668","BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ","Matematik","BOLU","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","65 + 2",332299,240.90411,"İngilizce Ücretsiz MF-1 ",40.7143015,31.5131639
"5669","ANKARA ÜNİVERSİTESİ","İstatistik","ANKARA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",332550,240.8489,"Ücretsiz MF-1 ",39.934855,32.8338615
"5670","EGE ÜNİVERSİTESİ","Astronomi ve Uzay Bilimleri","İZMİR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",332897,240.77408,"Ücretsiz MF-1 ",38.4566857,27.2265764
"5671","KIRIKKALE ÜNİVERSİTESİ","Matematik","KIRIKKALE","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",333189,240.71578,"Ücretsiz MF-1 ",39.8793591,33.4458898
"5672","BURSA TEKNİK ÜNİVERSİTESİ","Peyzaj Mimarlığı","BURSA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","20 + 1",333491,240.65221,"Ücretsiz ",40.1873928,29.1300219
"5673","KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ","Matematik","KÜTAHYA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",333764,240.59274,"Ücretsiz MF-1 ",39.47869,29.897701
"5674","ANKARA ÜNİVERSİTESİ","Bahçe Bitkileri","ANKARA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","45 + 2",334108,240.51979,"Ücretsiz MF-2 ",39.934855,32.8338615
"5675","EGE ÜNİVERSİTESİ","Fizik","İZMİR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",334580,240.42148,"Ücretsiz MF-2 ",38.4566857,27.2265764
"5676","YAKIN DOĞU ÜNİVERSİTESİ","Moleküler Biyoloji ve Genetik","KKTC-LEFKOŞA","SAY","KKTC","Burslu/İndirimli","Gündüz","1 + 0",334721,240.39168,"Burslu MF-3 ",35.2290124,33.3246763
"5677","AKDENİZ ÜNİVERSİTESİ","Uzay Bilimleri ve Teknolojileri","ANTALYA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",335132,240.30505,"Ücretsiz MF-1 ",36.8945335,30.655353
"5678","GİRNE AMERİKAN ÜNİVERSİTESİ","İç Mimarlık","KKTC-GİRNE","SAY","KKTC","Burslu/İndirimli","Gündüz","2 + 0",335781,240.1705,"İngilizce  Burslu MF-4 ",35.333249,33.27529
"5679","KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ","Matematik","KAHRAMANMARAŞ","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",335901,240.14646,"Ücretsiz MF-1 ",37.5858082,36.8193344
"5680","ULUSLARARASI KIBRIS ÜNİVERSİTESİ","Hemşirelik(Yüksekokul)","KKTC-LEFKOŞA","SAY","KKTC","%75 İndirimli","Gündüz","20 + 0",336068,240.11259,"%75 İndirimli YGS-2 ",35.220923,33.416627
"5681","BALIKESİR ÜNİVERSİTESİ","Biyoloji","BALIKESİR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","30 + 1",336073,240.11198,"Ücretsiz MF-2 ",39.541071,28.008696
"5682","BEYKENT ÜNİVERSİTESİ","Fizyoterapi ve Rehabilitasyon(Yüksekokul)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","28 + 0",336309,240.06193,"%50 İndirimli YGS-2 ",41.1173086,29.0036006
"5683","İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ","Hemşirelik(Fakülte)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","36 + 0",336425,240.03725,"%50 İndirimli MF-3 ",41.0163922,28.9066097
"5684","VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ","Matematik","VAN","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","30 + 1",336430,240.03581,"Ücretsiz MF-1 ",38.5697435,43.2888516
"5685","AYDIN ADNAN MENDERES ÜNİVERSİTESİ","Biyoloji","AYDIN","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","30 + 1",337135,239.88789,"Ücretsiz MF-2 ",37.8552535,27.8587248
"5686","AFYON KOCATEPE ÜNİVERSİTESİ","Matematik","AFYONKARAHİSAR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",337192,239.87799,"Ücretsiz MF-1 ",38.8180452,30.5344836
"5687","TRAKYA ÜNİVERSİTESİ","Matematik","EDİRNE","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",337195,239.87745,"Ücretsiz MF-1 ",41.6412642,26.615635
"5688","DİCLE ÜNİVERSİTESİ","Moleküler Biyoloji ve Genetik","DİYARBAKIR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",337330,239.84773,"Ücretsiz MF-3 ",37.9203042,40.2658239
"5689","ÇUKUROVA ÜNİVERSİTESİ","Bahçe Bitkileri","ADANA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",337382,239.83815,"Ücretsiz MF-2 ",37.059684,35.355414
"5690","ÜSKÜDAR ÜNİVERSİTESİ","Hemşirelik(Fakülte)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","48 + 0",337538,239.80824,"%50 İndirimli MF-3 ",41.0249783,29.0392553
"5691","ANKARA ÜNİVERSİTESİ","Tarla Bitkileri","ANKARA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","45 + 2",337546,239.8073,"Ücretsiz MF-3 ",39.934855,32.8338615
"5692","BAHÇEŞEHİR ÜNİVERSİTESİ","Fizyoterapi ve Rehabilitasyon(Fakülte)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","22 + 0",337822,239.75702,"İngilizce  %50 İndirimli MF-3 ",41.042165,29.0092591
"5693","ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ","Biyoloji","ÇANAKKALE","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","25 + 1",337890,239.74293,"Ücretsiz MF-2 ",40.1118946,26.4159959
"5694","ÇUKUROVA ÜNİVERSİTESİ","Biyoloji","ADANA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",338279,239.66053,"Ücretsiz MF-2 ",37.059684,35.355414
"5695","SİVAS CUMHURİYET ÜNİVERSİTESİ","Matematik","SİVAS","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","30 + 1",338786,239.55876,"Ücretsiz MF-1 ",39.7086847,37.0202941
"5696","EGE ÜNİVERSİTESİ","Zootekni","İZMİR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","35 + 1",339297,239.45362,"Ücretsiz MF-2 ",38.4566857,27.2265764
"5697","EGE ÜNİVERSİTESİ","İstatistik","İZMİR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",339798,239.35431,"Ücretsiz MF-1 ",38.4566857,27.2265764
"5698","HARRAN ÜNİVERSİTESİ","Bitki Koruma","ŞANLIURFA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",340188,239.27798,"Ücretsiz MF-2 ",37.118775,38.8192421
"5699","İSTANBUL AREL ÜNİVERSİTESİ","Hemşirelik(Yüksekokul)","İSTANBUL","SAY","Vakıf","%25 İndirimli","Gündüz","6 + 0",340562,239.2059,"%25 İndirimli YGS-2 ",41.055194,28.500315
"5700","BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ","Matematik","BURDUR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","30 + 1",340960,239.13015,"Ücretsiz MF-1 ",37.6909366,30.3431778
"5701","İNÖNÜ ÜNİVERSİTESİ","Matematik","MALATYA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",341345,239.05549,"Ücretsiz MF-1 ",38.3302973,38.4399655
"5702","ADA KENT ÜNİVERSİTESİ","Fizyoterapi ve Rehabilitasyon(Fakülte)","KKTC-GAZİMAĞUSA","SAY","KKTC","Burslu/İndirimli","Gündüz","4 + 0",341414,239.03903,"Burslu ",35.1143866,33.9201841
"5703","BURSA TEKNİK ÜNİVERSİTESİ","Kimya","BURSA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","15 + 1",342034,238.91766,"Ücretsiz MF-2 ",40.1873928,29.1300219
"5704","İSTANBUL GELİŞİM ÜNİVERSİTESİ","Hemşirelik(Yüksekokul)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","30 + 0",342184,238.88962,"%50 İndirimli YGS-2 ",40.9979914,28.698926
"5705","EGE ÜNİVERSİTESİ","Tarım Makineleri ve Teknolojileri Mühendisliği","İZMİR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","30 + 1",342261,238.87296,"Ücretsiz MF-4 ",38.4566857,27.2265764
"5706","İSTANBUL MEDİPOL ÜNİVERSİTESİ","Fizyoterapi ve Rehabilitasyon(Fakülte)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","52 + 0",342311,238.86499,"İngilizce  %50 İndirimli MF-3 ",41.088498,29.088595
"5707","ÜSKÜDAR ÜNİVERSİTESİ","Ebelik(Fakülte)","İSTANBUL","SAY","Vakıf","%75 İndirimli","Gündüz","49 + 0",343270,238.67353,"%75 İndirimli MF-3 ",41.0249783,29.0392553
"5708","BAHÇEŞEHİR ÜNİVERSİTESİ","Fizyoterapi ve Rehabilitasyon(Fakülte)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","20 + 0",343457,238.6352,"%50 İndirimli MF-3 ",41.042165,29.0092591
"5709","AKDENİZ ÜNİVERSİTESİ","Tarla Bitkileri","ANTALYA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","35 + 1",343902,238.54819,"Ücretsiz MF-3 ",36.8945335,30.655353
"5710","ANKARA ÜNİVERSİTESİ","Fizik","ANKARA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","30 + 1",344184,238.49033,"Ücretsiz MF-2 ",39.934855,32.8338615
"5711","İSTANBUL BİLGİ ÜNİVERSİTESİ","Perfüzyon(Fakülte)","İSTANBUL","SAY","Vakıf","%75 İndirimli","Gündüz","5 + 0",344649,238.40119,"%75 İndirimli ",41.0671816,28.9455079
"5712","ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ","Peyzaj Mimarlığı","ÇANAKKALE","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",344745,238.38295,"Ücretsiz MF-4 ",40.1118946,26.4159959
"5713","NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ","Matematik","NİĞDE","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",345883,238.15589,"Ücretsiz MF-1 ",37.9414568,34.6243315
"5714","DÜZCE ÜNİVERSİTESİ","Matematik","DÜZCE","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",346165,238.10057,"Ücretsiz MF-1 ",40.9038409,31.1787756
"5715","KARADENİZ TEKNİK ÜNİVERSİTESİ","Peyzaj Mimarlığı","TRABZON","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",346299,238.07631,"Ücretsiz MF-4 ",40.9940628,39.7738123
"5716","YAKIN DOĞU ÜNİVERSİTESİ","Veterinerlik","KKTC-LEFKOŞA","SAY","KKTC","%50 İndirimli","Gündüz","30 + 0",346839,237.9697,"İngilizce  %50 İndirimli MF-3 ",35.2290124,33.3246763
"5717","TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ","Matematik","TEKİRDAĞ","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",347036,237.92606,"Ücretsiz MF-1 ",40.993504,27.584095
"5718","MERSİN ÜNİVERSİTESİ","Şehir ve Bölge Planlama","MERSİN","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",347095,237.91465,"İngilizce Ücretsiz MF-4 ",36.7856856,34.5301964
"5719","İSTANBUL MEDİPOL ÜNİVERSİTESİ","Ebelik(Yüksekokul)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","72 + 0",347143,237.90694,"%50 İndirimli YGS-2 ",41.088498,29.088595
"5720","ANKARA ÜNİVERSİTESİ","Biyoloji","ANKARA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","90 + 3",347626,237.80959,"Ücretsiz MF-2 ",39.934855,32.8338615
"5721","LEFKE AVRUPA ÜNİVERSİTESİ","Beslenme ve Diyetetik(Fakülte)","KKTC-LEFKE","SAY","KKTC","Burslu/İndirimli","Gündüz","10 + 0",348518,237.63945,"İngilizce  Burslu MF-3 ",35.1300189,32.8304816
"5722","İSTANBUL BİLGİ ÜNİVERSİTESİ","Dijital Oyun Tasarımı","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","25 + 0",348807,237.5869,"İngilizce  %50 İndirimli MF-4 ",41.0671816,28.9455079
"5723","ULUSLARARASI KIBRIS ÜNİVERSİTESİ","Beslenme ve Diyetetik(Yüksekokul)","KKTC-LEFKOŞA","SAY","KKTC","Burslu/İndirimli","Gündüz","9 + 0",349660,237.42879,"Burslu YGS-2 ",35.220923,33.416627
"5724","NİŞANTAŞI ÜNİVERSİTESİ","İç Mimarlık","İSTANBUL","SAY","Vakıf","%75 İndirimli","Gündüz","26 + 0",349685,237.42483,"İngilizce  %75 İndirimli MF-4 ",41.0521985,28.9850838
"5725","ATILIM ÜNİVERSİTESİ","Uçak Gövde-Motor Bakım(Yüksekokul)","ANKARA","SAY","Vakıf","%50 İndirimli","Gündüz","21 + 0",350065,237.35124,"İngilizce  %50 İndirimli YGS-1 ",39.8159752,32.7244407
"5726","GİRNE AMERİKAN ÜNİVERSİTESİ","Güverte(Yüksekokul)","KKTC-GİRNE","SAY","KKTC","Burslu/İndirimli","Gündüz","9 + 0",350703,237.23449,"İngilizce  Burslu YGS-1 ",35.333249,33.27529
"5727","GİRNE AMERİKAN ÜNİVERSİTESİ","Hemşirelik(Yüksekokul)","KKTC-GİRNE","SAY","KKTC","%75 İndirimli","Gündüz","17 + 0",350873,237.20569,"%75 İndirimli YGS-2 ",35.333249,33.27529
"5728","ATILIM ÜNİVERSİTESİ","Beslenme ve Diyetetik(Fakülte)","ANKARA","SAY","Vakıf","%25 İndirimli","Gündüz","31 + 0",351254,237.13406,"İngilizce  %25 İndirimli MF-3 ",39.8159752,32.7244407
"5729","MANİSA CELÂL BAYAR ÜNİVERSİTESİ","Biyoloji","MANİSA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","25 + 1",351723,237.04587,"Ücretsiz MF-2 ",38.6783153,27.3084833
"5730","NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ","Bitkisel Üretim ve Teknolojileri","NİĞDE","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","30 + 1",352099,236.97294,"İngilizce Ücretsiz MF-2 ",37.9414568,34.6243315
"5731","GİRESUN ÜNİVERSİTESİ","Matematik","GİRESUN","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","20 + 1",352630,236.87005,"Ücretsiz ",40.9147814,38.322115
"5732","İSTİNYE ÜNİVERSİTESİ","Hemşirelik(Fakülte)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","63 + 0",352655,236.86482,"%50 İndirimli MF-3 ",41.014532,28.905044
"5733","MARMARA ÜNİVERSİTESİ","Aktüerya(Yüksekokul)","İSTANBUL","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",352748,236.84863,"Ücretsiz YGS-1 ",40.9870259,29.0528132
"5734","NİŞANTAŞI ÜNİVERSİTESİ","Uçak Gövde-Motor Bakım(Yüksekokul)","İSTANBUL","SAY","Vakıf","%75 İndirimli","Gündüz","16 + 0",353009,236.79915,"%75 İndirimli YGS-1 ",41.0521985,28.9850838
"5735","İSTANBUL ÜNİVERSİTESİ","Fizik","İSTANBUL","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","90 + 3",353092,236.78554,"Ücretsiz MF-2 ",41.0126037,28.961838
"5736","SELÇUK ÜNİVERSİTESİ","Acil Yardım ve Afet Yönetimi(Fakülte)","KONYA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",353133,236.77847,"Ücretsiz ",38.029533,32.506051
"5737","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","Şehir ve Bölge Planlama","ISPARTA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",353911,236.63205,"Ücretsiz MF-4 ",37.8292005,30.5263249
"5738","BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ","Acil Yardım ve Afet Yönetimi(Fakülte)","BURDUR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",354048,236.60678,"Ücretsiz MF-3 ",37.6909366,30.3431778
"5739","LEFKE AVRUPA ÜNİVERSİTESİ","Peyzaj Mimarlığı","KKTC-LEFKE","SAY","KKTC","Burslu/İndirimli","Gündüz","1 + 0",354873,236.45823,"İngilizce  Burslu MF-4 ",35.1300189,32.8304816
"5740","NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ","Matematik","NEVŞEHİR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",355178,236.40142,"Ücretsiz MF-1 ",38.6750934,34.7423163
"5741","ANKARA ÜNİVERSİTESİ","Tarım Makineleri ve Teknolojileri Mühendisliği","ANKARA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",355182,236.40091,"Ücretsiz MF-4 ",39.934855,32.8338615
"5742","İSTANBUL MEDİPOL ÜNİVERSİTESİ","Ebelik(Fakülte)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","72 + 0",355201,236.39783,"%50 İndirimli MF-3 ",41.088498,29.088595
"5743","GAZİ ÜNİVERSİTESİ","Kimya","ANKARA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",355226,236.39327,"Ücretsiz MF-2 ",39.9420219,32.823005
"5744","DOKUZ EYLÜL ÜNİVERSİTESİ","Kimya","İZMİR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","90 + 3",355834,236.28226,"Ücretsiz MF-2 ",38.4306911,27.1369201
